DrugCode,DrugCode24,DrugNameTh,DrugNameEn,DrugType
,101313000001171210181257,,DIMENHYDRINATE 50 MG/1 ML INJECTION,43folders
,101313000000660230581257,,DIMENHYDRINATE 15 MG/5 ML SYRUP,43folders
,100028000003620120381307,,"CETIRIZINE 10 MG TABLET, ORAL",43folders
,101342000003521120381079,,"CISAPRIDE 5 MG TABLET, ORAL",43folders
,210010500018320120381135,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,210010500018470120381135,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 800 MG+160 MG TABLET, ORAL",43folders
,203030150018341120381621,,"AMILORIDE+HYDROCHLOROTHIAZIDE 5 MG+50 MG TABLET, ORAL",43folders
,203030150018341120381445,,"AMILORIDE+HYDROCHLOROTHIAZIDE 5 MG+50 MG TABLET, ORAL",43folders
,101314190003620120381442,,"DOMPERIDONE MALEATE 10 MG TABLET, ORAL",43folders
,101314000000531430481674,,DOMPERIDONE 5 MG/5 ML SUSPENSION,43folders
,101112000003771120381040,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581040,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,102166000001321441581630,,"POVIDONE IODINE 10 %W/V SOLUTION, EXTERNAL",43folders
,100176000004293220181252,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181189,,AMOXICILLIN 250 MG CAPSULE,43folders
,210010500017408130481475,,CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) (200 MG+40 MG)/5 ML SUSPENSION,43folders
,210010500018320120381475,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,210010500017408130481508,,CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) (200 MG+40 MG)/5 ML SUSPENSION,43folders
,210010500018320120381508,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,100331000003721120381178,,"TAMOXIFEN 20 MG TABLET, ORAL",43folders
,100176000004293220181601,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000001170930681601,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681601,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681601,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681601,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181252,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181252,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181252,,AMOXICILLIN 500 MG CAPSULE,43folders
,210010500018320120381477,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,210010500018470120381228,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 800 MG+160 MG TABLET, ORAL",43folders
,210010500018470120381228,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 800 MG+160 MG TABLET, ORAL",43folders
,210010500017408130481228,,CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) (200 MG+40 MG)/5 ML SUSPENSION,43folders
,210010500018320120381228,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,100176000004293220181252,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000000950330681084,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004494110281084,,"AMOXICILLIN 500 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100176000004293220181084,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181357,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181252,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181357,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181357,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181252,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220181555,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181555,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000000950330681252,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681252,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681252,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681555,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681357,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681357,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004493120181473,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220181473,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000000950330681473,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681084,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,210010500018470120381058,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 800 MG+160 MG TABLET, ORAL",43folders
,210010500017408130481058,,CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) (200 MG+40 MG)/5 ML SUSPENSION,43folders
,100176000004493120181353,,AMOXICILLIN 500 MG CAPSULE,43folders
,100706000003620120181630,,PIROXICAM 10 MG CAPSULE,43folders
,100706000003620120181630,,PIROXICAM 10 MG CAPSULE,43folders
,210010310017256130681738,,"AMOXICILLIN+CLAVULANIC ACID (125 MG+31.25 MG)/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,210010310018121121781738,,"AMOXICILLIN+CLAVULANIC ACID 250 MG+125 MG TABLET, FILM COATED",43folders
,210010310018473120381738,,"AMOXICILLIN+CLAVULANIC ACID 875 MG+125 MG TABLET, ORAL",43folders
,210010310017065210281738,,"AMOXICILLIN+CLAVULANIC ACID (1 G+200 MG)/1 VIAL INJECTION, POWDER",43folders
,210010310018388121781738,,"AMOXICILLIN+CLAVULANIC ACID 500 MG+125 MG TABLET, FILM COATED",43folders
,210010310017429130681738,,"AMOXICILLIN+CLAVULANIC ACID (250 MG+62.5 MG)/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,210010310018388121781540,,"AMOXICILLIN+CLAVULANIC ACID 500 MG+125 MG TABLET, FILM COATED",43folders
,210010310017551010281540,,"AMOXICILLIN+CLAVULANIC ACID (500 MG+100 MG)/1 VIAL INJECTION, POWDER",43folders
,210010310017065210281540,,"AMOXICILLIN+CLAVULANIC ACID (1 G+200 MG)/1 VIAL INJECTION, POWDER",43folders
,210010310017064910281057,,"AMOXICILLIN+CLAVULANIC ACID (875 MG+125 MG)/1 VIAL INJECTION, POWDER",43folders
,210010310017912221781540,,"AMOXICILLIN+CLAVULANIC ACID 125 MG+62.5 MG TABLET, FILM COATED",43folders
,210010310018121121781540,,"AMOXICILLIN+CLAVULANIC ACID 250 MG+125 MG TABLET, FILM COATED",43folders
,100176000000950330681621,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681621,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181621,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181621,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181621,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181621,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000001170930681248,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681248,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004493120181248,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181248,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181248,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220181095,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181248,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181095,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000000950330681248,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330781202,,"AMOXICILLIN 125 MG/5 ML POWDER OR GRANULE, ORAL",43folders
,100176000000950330681202,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181202,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181202,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000001170930681202,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681202,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181472,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000000950330681472,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004493120181472,,AMOXICILLIN 500 MG CAPSULE,43folders
,100861000003122220381472,,"ALPRAZOLAM 0.25 MG TABLET, ORAL",43folders
,100861000003122220381472,,"ALPRAZOLAM 0.25 MG TABLET, ORAL",43folders
,100861000003211220381472,,"ALPRAZOLAM 0.5 MG TABLET, ORAL",43folders
,100861000003211220381472,,"ALPRAZOLAM 0.5 MG TABLET, ORAL",43folders
,100176000000950330681398,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681398,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181398,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181398,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000001170930681398,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681398,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004493120181398,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181252,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220381202,,"AMOXICILLIN 250 MG TABLET, ORAL",43folders
,100176000004493120381202,,"AMOXICILLIN 500 MG TABLET, ORAL",43folders
,100176000004493120181189,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181620,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000000950330681620,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681620,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681620,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681620,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181620,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493121781620,,"AMOXICILLIN 500 MG TABLET, FILM COATED",43folders
,100176000004591121781620,,"AMOXICILLIN 875 MG TABLET, FILM COATED",43folders
,210010500018320120381058,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181620,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220381620,,"AMOXICILLIN 250 MG TABLET, ORAL",43folders
,100176000004493120381620,,"AMOXICILLIN 500 MG TABLET, ORAL",43folders
,100176000004591121781620,,"AMOXICILLIN 875 MG TABLET, FILM COATED",43folders
,100176000000950330681620,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681620,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181551,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181551,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000000950330681620,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181620,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220181620,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181620,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004293220181307,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004293220181307,,AMOXICILLIN 250 MG CAPSULE,43folders
,100176000004493120181307,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181307,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181307,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181307,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000004493120181307,,AMOXICILLIN 500 MG CAPSULE,43folders
,100176000000950330681307,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000000950330681307,,"AMOXICILLIN 125 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,100176000001170930681307,,"AMOXICILLIN 250 MG/5 ML SYRUP OR SUSPENSION, DRY POWDER",43folders
,101088000003521120481419,,"SERRATIOPEPTIDASE 5 MG TABLET, ENTERIC COATED",43folders
,101088000003620120481419,,"SERRATIOPEPTIDASE 10 MG TABLET, ENTERIC COATED",43folders
,101313000003850120381113,,"DIMENHYDRINATE 50 MG TABLET, ORAL",43folders
,100131000002620110281472,,"CEFTAZIDIME 1 G/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100131000002660110281472,,"CEFTAZIDIME 2 G/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100131000004494110281472,,"CEFTAZIDIME 500 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100037000000330230581079,,PIZOTIFEN 0.25 MG/5 ML SYRUP,43folders
,100037000000330230581081,,PIZOTIFEN 0.25 MG/5 ML SYRUP,43folders
,100037000003211220381079,,"PIZOTIFEN 0.5 MG TABLET, ORAL",43folders
,100037000003211220381081,,"PIZOTIFEN 0.5 MG TABLET, ORAL",43folders
,102166000001321441581252,,"POVIDONE IODINE 10 %W/V SOLUTION, EXTERNAL",43folders
,100942000000780130881252,,"SODIUM CHLORIDE 9 MG/1 ML SOLUTION OR DROPS, ORAL",43folders
,100118000002620110281562,,"CEFAZOLIN 1 G/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100118000002660110281562,,"CEFAZOLIN 2 G/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100118000004292210281562,,"CEFAZOLIN 250 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100118000004494110281562,,"CEFAZOLIN 500 MG/1 AMP. OR VIAL INJECTION, POWDER",43folders
,100603000001170341581296,,"MINOXIDIL 5 %W/V SOLUTION, EXTERNAL",43folders
,100603000003521120381296,,"MINOXIDIL 5 MG TABLET, ORAL",43folders
,210010500018320120181630,,CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG CAPSULE,43folders
,210010500018470120381630,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 800 MG+160 MG TABLET, ORAL",43folders
,210010500017408130481630,,CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) (200 MG+40 MG)/5 ML SUSPENSION,43folders
,210010500018320120381630,,"CO-TRIMOXAZOLE (Sulfamethoxazole+Trimethoprim) 400 MG+80 MG TABLET, ORAL",43folders
,100328000003400120381349,,"METHOTREXATE 2.5 MG TABLET, ORAL",43folders
,100328000000950910181349,,METHOTREXATE 50 MG/2 ML INJECTION,43folders
,101208017002450130781460,,"CHARCOAL, ACTIVATED 100 %W/W POWDER OR GRANULE, ORAL",43folders
,101112000003771120381508,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000003771120381628,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581628,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,201020160027959120381526,,"ALUMINIUM HYDROXIDE+MAGNESIUM CARBONATE+OXETHAZAINE 165 MG+84 MG+5 MG TABLET, ORAL",43folders
,201020160027959120381526,,"ALUMINIUM HYDROXIDE+MAGNESIUM CARBONATE+OXETHAZAINE 165 MG+84 MG+5 MG TABLET, ORAL",43folders
,201020160027959120381602,,"ALUMINIUM HYDROXIDE+MAGNESIUM CARBONATE+OXETHAZAINE 165 MG+84 MG+5 MG TABLET, ORAL",43folders
,201020160069999930481526,,ANTACIDS+OTHER DRUGS SUSPENSION,43folders
,101124000000920430581228,,GLYCERYL GUAIACOLATE 100 MG/5 ML SYRUP,43folders
,101124000004021220381228,,"GLYCERYL GUAIACOLATE 100 MG TABLET, ORAL",43folders
,101112000003771120381189,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101108000004201130781081,,"ACETYLCYSTEINE 200 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004022130781079,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004022130781081,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101267000012701130781421,,"GROUND ISPAGHULA HUSK 3.6 G/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101267000029999930781421,,"ISPAGHULA SEED, REFINED MUCILLOID POWDER OR GRANULE, ORAL",43folders
,101267000022350130781421,,"ISPAGHULA SEED, REFINED MUCILLOID 49 G/100 G POWDER OR GRANULE, ORAL",43folders
,101267000029999930781421,,"ISPAGHULA SEED, REFINED MUCILLOID POWDER OR GRANULE, ORAL",43folders
,101267000002690130781421,,"ISPAGHULA HUSK 3.5 G/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101158000000510130581595,,BROMHEXINE 4 MG/5 ML SYRUP,43folders
,101108000004511220881488,,"ACETYLCYSTEINE 600 MG TABLET, EFFERVESCENT",43folders
,101108000002090330781288,,"ACETYLCYSTEINE 100 MG/5 G POWDER OR GRANULE, ORAL",43folders
,101108000004201130781288,,"ACETYLCYSTEINE 200 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,218050420167977120381331,,"CHLORPHENIRAMINE+DEXTROMETHORPHAN+TERPINE HYDRATE 2 MG+10 MG+125 MG TABLET, ORAL",43folders
,101108000002090330781113,,"ACETYLCYSTEINE 100 MG/5 G POWDER OR GRANULE, ORAL",43folders
,101108000002150230781113,,"ACETYLCYSTEINE 200 MG/5 G POWDER OR GRANULE, ORAL",43folders
,101108000004022130781055,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000002170410281055,,"ACETYLCYSTEINE 200 MG/3 G INJECTION, POWDER",43folders
,101112000000730430581544,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101158000003613120381099,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,101158000000510130581099,,BROMHEXINE 4 MG/5 ML SYRUP,43folders
,101112000003771120381113,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581113,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000003771120381189,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101108000004022130781189,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004022130781551,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101158000003613120381252,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,101158000000510130581252,,BROMHEXINE 4 MG/5 ML SYRUP,43folders
,101112000003771120381620,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581620,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000003670130581674,,AMBROXOL 15 MG SYRUP,43folders
,101112000003771120381442,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581442,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101105000004400220381357,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101105000004400220381234,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101112000003771120381583,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101267000002380130781047,,"ISPAGHULA HUSK 3.25 G/5 G POWDER OR GRANULE, ORAL",43folders
,101105000001170930581099,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101105000004400220181099,,CARBOCYSTEINE 375 MG CAPSULE,43folders
,101105000000920430581546,,CARBOCYSTEINE 100 MG/5 ML SYRUP,43folders
,101105000001170930581546,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101158000000510130581228,,BROMHEXINE 4 MG/5 ML SYRUP,43folders
,101115407004021220181681,,CYCLIDROL 100 MG CAPSULE,43folders
,101115407004021220181681,,CYCLIDROL 100 MG CAPSULE,43folders
,101115407000770330581681,,CYCLIDROL 80 MG/10 ML SYRUP,43folders
,101115407000770330581681,,CYCLIDROL 80 MG/10 ML SYRUP,43folders
,101115407014021220181481,,"D,L-TRANS-1-METHYL-4 (2-HYDROXY-ISOPROPYL)-CYCLOHEX-1,2,EN-6-OL (CYCLIDROL, SOBREROL) 100 MG CAPSULE",43folders
,101115407014021220181062,,"D,L-TRANS-1-METHYL-4 (2-HYDROXY-ISOPROPYL)-CYCLOHEX-1,2,EN-6-OL (CYCLIDROL, SOBREROL) 100 MG CAPSULE",43folders
,101115407010770330581481,,"D,L-TRANS-1-METHYL-4 (2-HYDROXY-ISOPROPYL)-CYCLOHEX-1,2,EN-6-OL (CYCLIDROL, SOBREROL) 80 MG/10 ML SYRUP",43folders
,101115407010770330581062,,"D,L-TRANS-1-METHYL-4 (2-HYDROXY-ISOPROPYL)-CYCLOHEX-1,2,EN-6-OL (CYCLIDROL, SOBREROL) 80 MG/10 ML SYRUP",43folders
,218050100078306120381170,,"BROMPHENIRAMINE+PSEUDOEPHEDRINE 4 MG+60 MG TABLET, ORAL",43folders
,218050100078306120381170,,"BROMPHENIRAMINE+PSEUDOEPHEDRINE 4 MG+60 MG TABLET, ORAL",43folders
,101158000003613120381257,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,101158000000590610181257,,BROMHEXINE 4 MG/2 ML INJECTION,43folders
,101112000000730430581630,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000000760210181630,,AMBROXOL 15 MG/2 ML INJECTION,43folders
,218050300087352130581169,,BROMHEXINE+GLYCERYL GUAIACOLATE (2 MG+50 MG)/5 ML SYRUP,43folders
,218050300088290120381169,,"BROMHEXINE+GLYCERYL GUAIACOLATE 4 MG+100 MG TABLET, ORAL",43folders
,101112000003771120381130,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581130,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101158000003613120381252,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,101105000004400220381620,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101105000001170930581620,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101105000001170930581606,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101105000004400220381606,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101105000000920430581606,,CARBOCYSTEINE 100 MG/5 ML SYRUP,43folders
,101112000003771120381331,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000003771120381677,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581677,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000000730430581331,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000000660230581331,,AMBROXOL 15 MG/5 ML SYRUP,43folders
,101112000000660230581331,,AMBROXOL 15 MG/5 ML SYRUP,43folders
,101105000004400220381677,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101108000004022130781677,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004201130781677,,"ACETYLCYSTEINE 200 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004513130781677,,"ACETYLCYSTEINE 600 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004022130781331,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004022130781078,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004022130781078,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101112000003771120381445,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581445,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000003771120381531,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581531,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000003771120381189,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581189,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101158000000510130581036,,BROMHEXINE 4 MG/5 ML SYRUP,43folders
,101158000003613120381036,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,101112000003771120381445,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101108000004022130781472,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004201130781472,,"ACETYLCYSTEINE 200 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101112000003771120381189,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101105000004400220381677,,"CARBOCYSTEINE 375 MG TABLET, ORAL",43folders
,101105000001170930581331,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101105000001170930581331,,CARBOCYSTEINE 250 MG/5 ML SYRUP,43folders
,101108000001460910181175,,ACETYLCYSTEINE 200 MG/1 ML INJECTION,43folders
,101108000004511220381175,,"ACETYLCYSTEINE 600 MG TABLET, ORAL",43folders
,101112000003771120381618,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000660230581618,,AMBROXOL 15 MG/5 ML SYRUP,43folders
,101112000000730430581618,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101112000003771120381099,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581099,,AMBROXOL 30 MG/5 ML SYRUP,43folders
,101108000004022130781620,,"ACETYLCYSTEINE 100 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101108000004201130781620,,"ACETYLCYSTEINE 200 MG/1 ซอง POWDER OR GRANULE, ORAL",43folders
,101158000003613120381307,,"BROMHEXINE 8 MG TABLET, ORAL",43folders
,101112000003771120381144,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000003771120381626,,"AMBROXOL 30 MG TABLET, ORAL",43folders
,101112000000730430581626,,AMBROXOL 30 MG/5 ML SYRUP,43folders
